County/City,Ward,Pct,"Edward Walter Gillespie","Corey Alan Stewart","Frank W. Wagner","All Others","Total Votes Cast"
"Richmond City",-,"306 - Three Hundred Six (CD 4)",2,1,0,0,3
"Richmond City",-,"307 - Three Hundred Seven (CD 4)",33,17,8,0,58
"Richmond City",-,"308 - Three Hundred Eight (CD 4)",39,19,12,0,70
"Richmond City",-,"309 - Three Hundred Nine (CD 4)",74,31,7,0,112
"Richmond City",-,"310 - Three Hundred Ten (CD 4)",0,0,0,0,0
"Richmond City",-,"402 - Four Hundred Two (CD 4)",82,42,25,0,149
"Richmond City",-,"404 - Four Hundred Four (CD 4)",31,44,18,0,93
"Richmond City",-,"409 - Four Hundred Nine (CD 4)",171,87,45,0,303
"Richmond City",-,"410 - Four Hundred Ten (CD 4)",45,35,24,0,104
"Richmond City",-,"412 - Four Hundred Twelve (CD 4)",46,34,11,0,91
"Richmond City",-,"413 - Four Hundred Thirteen (CD 4)",70,48,22,2,142
"Richmond City",-,"414 - Four Hundred Fourteen (CD 4)",98,46,45,0,189
"Richmond City",-,"501 - Five Hundred One (CD 4)",21,18,2,0,41
"Richmond City",-,"503 - Five Hundred Three (CD 4)",15,5,4,0,24
"Richmond City",-,"504 - Five Hundred Four (CD 4)",22,5,11,0,38
"Richmond City",-,"505 - Five Hundred Five (CD 4)",3,11,3,0,17
"Richmond City",-,"508 - Five Hundred Eight (CD 4)",32,7,11,0,50
"Richmond City",-,"509 - Five Hundred Nine (CD 4)",6,7,2,0,15
"Richmond City",-,"510 - Five Hundred Ten (CD 4)",6,6,1,0,13
"Richmond City",-,"602 - Six Hundred Two (CD 4)",1,0,0,0,1
"Richmond City",-,"603 - Six Hundred Three (CD 4)",4,5,1,0,10
"Richmond City",-,"604 - Six Hundred Four (CD 4)",2,3,0,0,5
"Richmond City",-,"606 - Six Hundred Six (CD 4)",4,2,4,0,10
"Richmond City",-,"607 - Six Hundred Seven (CD 4)",21,9,2,0,32
"Richmond City",-,"609 - Six Hundred Nine (CD 4)",8,8,1,0,17
"Richmond City",-,"610 - Six Hundred Ten (CD 4)",1,0,1,0,2
"Richmond City",-,"701 - Seven Hundred One (CD 4)",1,2,0,0,3
"Richmond City",-,"702 - Seven Hundred Two (CD 4)",2,2,0,0,4
"Richmond City",-,"703 - Seven Hundred Three (CD 4)",3,0,2,0,5
"Richmond City",-,"705 - Seven Hundred Five (CD 4)",6,6,5,0,17
"Richmond City",-,"706 - Seven Hundred Six (CD 4)",14,12,2,0,28
"Richmond City",-,"707 - Seven Hundred Seven (CD 4)",34,25,11,0,70
"Richmond City",-,"708 - Seven Hundred Eight (CD 4)",17,7,8,0,32
"Richmond City",-,"802 - Eight Hundred Two (CD 4)",0,3,1,0,4
"Richmond City",-,"806 - Eight Hundred Six (CD 4)",6,11,3,0,20
"Richmond City",-,"810 - Eight Hundred Ten (CD 4)",9,9,4,0,22
"Richmond City",-,"811 - Eight Hundred Eleven (CD 4)",8,4,5,0,17
"Richmond City",-,"812 - Eight Hundred Twelve (CD 4)",24,25,4,0,53
"Richmond City",-,"814 - Eight Hundred Fourteen (CD 4)",5,5,0,0,10
"Richmond City",-,"902 - Nine Hundred Two (CD 4)",4,0,0,0,4
"Richmond City",-,"903 - Nine Hundred Three (CD 4)",6,12,6,0,24
"Richmond City",-,"908 - Nine Hundred Eight (CD 4)",10,10,5,0,25
"Richmond City",-,"909 - Nine Hundred Nine (CD 4)",8,15,5,0,28
"Richmond City",-,"910 - Nine Hundred Ten (CD 4)",13,7,4,0,24
"Richmond City",-,"911 - Nine Hundred Eleven (CD 4)",5,4,0,0,9
"Richmond City",-,"AB - Central Absentee Precinct (CD 4)",71,8,13,0,92
"Richmond City",-,"Provisional (CD 4)",0,0,0,0,0
"Roanoke County",-,"101 - Catawba (CD 9)",28,41,5,0,74
"Roanoke County",-,"102 - Mason Valley (CD 9)",34,33,9,0,76
"Roanoke County",-,"103 - Glenvar (CD 9)",58,76,20,0,154
"Roanoke County",-,"104 - Northside (CD 9)",41,44,9,0,94
"Roanoke County",-,"105 - Peters Creek (CD 9)",122,94,29,0,245
"Roanoke County",-,"106 - Green Hill (CD 9)",79,100,29,0,208
"Roanoke County",-,"107 - Bennett Springs (CD 9)",38,42,11,0,91
"Roanoke County",-,"108 - Wildwood (CD 9)",28,67,7,1,103
"Roanoke County",-,"201 - Plantation (CD 6)",108,86,19,0,213
"Roanoke County",-,"202 - Burlington (CD 6)",69,54,13,0,136
"Roanoke County",-,"203 - Mountain View (CD 6)",219,172,57,0,448
"Roanoke County",-,"204 - Botetourt Springs (CD 9)",164,103,46,0,313
"Roanoke County",-,"205 - Orchards (CD 6)",256,174,54,0,484
"Roanoke County",-,"206 - Hollins (CD 6)",57,53,6,0,116
"Roanoke County",-,"301 - Bent Mountain (CD 9)",32,49,7,0,88
"Roanoke County",-,"302 - Poages Mill (CD 6)",181,155,32,0,368
"Roanoke County",-,"303 - Windsor Hills (CD 6)",95,88,22,0,205
"Roanoke County",-,"304 - Oak Grove (CD 6)",246,142,42,0,430
"Roanoke County",-,"305 - Castle Rock (CD 6)",238,130,52,0,420
"Roanoke County",-,"306 - Garst Mill (CD 6)",73,64,13,0,150
"Roanoke County",-,"402 - Bonsack (CD 6)",51,27,15,0,93
"Roanoke County",-,"403 - North Vinton (CD 6)",104,80,19,0,203
"Roanoke County",-,"404 - South Vinton (CD 6)",121,73,22,0,216
"Roanoke County",-,"405 - Lindenwood (CD 6)",247,158,45,0,450
"Roanoke County",-,"406 - Mount Pleasant (CD 6)",133,126,20,0,279
"Roanoke County",-,"501 - Cotton Hill (CD 6)",58,55,6,0,119
"Roanoke County",-,"502 - Penn Forest (CD 6)",60,41,13,0,114
"Roanoke County",-,"503 - Cave Spring (CD 6)",88,60,15,0,163
"Roanoke County",-,"504 - Ogden (CD 6)",35,46,7,0,88
"Roanoke County",-,"505 - Clearbrook (CD 6)",59,68,9,0,136
"Roanoke County",-,"506 - Mount Vernon (CD 6)",61,40,13,0,114
"Roanoke County",-,"507 - Hunting Hills (CD 6)",129,80,32,0,241
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 6)",120,53,38,0,211
"Roanoke County",-,"Ab - Central Absentee Precinct (CD 9)",23,17,4,0,44
"Roanoke County",-,"Provisional (CD 6)",0,0,0,0,0
"Roanoke County",-,"Provisional (CD 9)",0,0,0,0,0
"Roanoke City",-,"1 -Peters Creek",18,25,1,0,44
"Roanoke City",-,"2 - Grandview",49,46,8,0,103
"Roanoke City",-,"3 -Preston Park",80,88,15,0,183
"Roanoke City",-,"4 - Williamson Road",32,67,5,0,104
"Roanoke City",-,"5 - East Gate",47,74,13,0,134
"Roanoke City",-,"6 - Hollins Road",29,37,7,0,73
"Roanoke City",-,"7 - Southeast",35,39,14,0,88
"Roanoke City",-,"8 - Lincoln Terrace",8,2,1,0,11
"Roanoke City",-,"9 - Highland",27,29,8,0,64
"Roanoke City",-,"10 - Old Southwest-Wasena",40,34,12,0,86
"Roanoke City",-,"11 - Raleigh Court",66,55,17,0,138
"Roanoke City",-,"12 - South Roanoke",135,46,21,0,202
"Roanoke City",-,"13 - Garden City",49,69,13,0,131
"Roanoke City",-,"14 - Crystal Spring",125,41,29,0,195
"Roanoke City",-,"15 - Grandin Court",71,59,19,0,149
"Roanoke City",-,"16 - Deyerle",154,91,28,0,273
"Roanoke City",-,"17 - Lee-Hi",62,49,13,0,124
"Roanoke City",-,"18 - Virginia Heights-Norwich",27,52,10,0,89
"Roanoke City",-,"19 - Summit Hills",46,65,11,0,122
"Roanoke City",-,"20 - Forest Park",6,3,5,0,14
"Roanoke City",-,"21 - Eureka Park",10,11,1,0,22
"Roanoke City",-,"Ab - Central Absentee Precinct",33,22,3,0,58
"Roanoke City",-,Provisional,1,1,0,0,2
"Rockbridge County",-,"101 - Airport",73,28,18,0,119
"Rockbridge County",-,"102 - Ben Salem",54,32,7,0,93
"Rockbridge County",-,"103 - Plank Road",23,26,6,0,55
"Rockbridge County",-,"104 - Effinger",32,33,4,0,69
"Rockbridge County",-,"201 - Collierstown",46,23,7,0,76
"Rockbridge County",-,"202 - Highland Belle",96,69,14,0,179
"Rockbridge County",-,"203 - Vo-tech",20,12,5,0,37
"Rockbridge County",-,"301 - Maury River",25,14,6,0,45
"Rockbridge County",-,"302 - Natural Bridge",24,34,2,0,60
"Rockbridge County",-,"303 - Falling Spring",15,17,3,0,35
"Rockbridge County",-,"401 - Fairfield",39,37,7,0,83
"Rockbridge County",-,"402 - Mountain View",54,46,13,0,113
"Rockbridge County",-,"403 - Vesuvius",16,14,0,0,30
"Rockbridge County",-,"501 - Goshen",21,26,3,0,50
"Rockbridge County",-,"502 - Meadowview",34,34,4,0,72
"Rockbridge County",-,"503 - Rockbridge Baths",22,20,2,0,44
"Rockbridge County",-,"504 - Rockbridge",48,51,4,0,103
"Rockbridge County",-,"Ab - Central Absentee Precinct",24,14,7,0,45
"Rockbridge County",-,Provisional,0,0,0,0,0
"Rockingham County",-,"101 - Broadway",96,102,9,0,207
"Rockingham County",-,"102 - Timberville",26,49,6,0,81
"Rockingham County",-,"103 - Fulks Run",41,64,1,0,106
"Rockingham County",-,"104 - Bergton",20,34,3,0,57
"Rockingham County",-,"105 - Lacey Spring",41,52,3,0,96
"Rockingham County",-,"106 - Tenth Legion",21,51,6,0,78
"Rockingham County",-,"107 - Plains",32,54,5,0,91
"Rockingham County",-,"108 - Little North Mountain",19,37,5,0,61
"Rockingham County",-,"201 - Singers Glen",34,82,1,0,117
"Rockingham County",-,"202 - Edom",54,103,11,0,168
"Rockingham County",-,"203 - Dayton",33,47,5,0,85
"Rockingham County",-,"204 - Mt Clinton",53,73,4,0,130
"Rockingham County",-,"205 - Silver Lake",83,105,11,0,199
"Rockingham County",-,"301 - Keezletown",41,63,6,0,110
"Rockingham County",-,"302 - Port Republic",47,98,5,0,150
"Rockingham County",-,"303 - Melrose",23,47,7,0,77
"Rockingham County",-,"304 - Grottoes",40,87,5,0,132
"Rockingham County",-,"305 - Massanetta Springs",71,75,10,0,156
"Rockingham County",-,"306 - Cross Keys",32,51,5,0,88
"Rockingham County",-,"307 - Crossroads",148,121,12,0,281
"Rockingham County",-,"401 - Bridgewater",133,156,24,0,313
"Rockingham County",-,"402 - Montezuma",40,71,5,0,116
"Rockingham County",-,"403 - Mt Crawford",9,10,3,0,22
"Rockingham County",-,"404 - North River",34,76,10,0,120
"Rockingham County",-,"405 - Ottobine",34,98,6,0,138
"Rockingham County",-,"501 - Elkton",26,81,3,0,110
"Rockingham County",-,"502 - Swift Run",37,113,11,0,161
"Rockingham County",-,"503 - Mcgaheysville",59,96,13,0,168
"Rockingham County",-,"504 - South Fork",25,54,3,0,82
"Rockingham County",-,"505 - Stony Run",45,101,16,0,162
"Rockingham County",-,"Ab - Central Absentee Precinct",97,42,7,0,146
"Rockingham County",-,Provisional,0,0,0,0,0
"Russell County",-,"101 - Moccasin",19,18,0,0,37
"Russell County",-,"102 - Copper Creek",2,36,0,0,38
"Russell County",-,"103 - South Castlewood",5,17,3,0,25
"Russell County",-,"201 - North Castlewood",14,45,0,0,59
"Russell County",-,"202 - Dante",1,13,2,0,16
"Russell County",-,"301 - Cooks Mill",2,6,1,0,9
"Russell County",-,"302 - Daugherty",1,15,0,0,16
"Russell County",-,"303 - New Garden",7,13,0,0,20
"Russell County",-,"304 - Cleveland",4,11,0,0,15
"Russell County",-,"401 - Drill",2,4,0,0,6
"Russell County",-,"402 - Swords Creek",9,51,1,0,61
"Russell County",-,"403 - Honaker",3,16,2,0,21
"Russell County",-,"501 - West Lebanon",25,60,4,0,89
"Russell County",-,"601 - East Lebanon",6,63,0,0,69
"Russell County",-,"602 - Elk Garden",13,46,0,0,59
"Russell County",-,"Ab - Central Absentee Precinct",16,14,2,0,32
"Russell County",-,Provisional,0,0,0,0,0
"Salem City",-,"1 - North Salem No 2",83,67,23,0,173
"Salem City",-,"2 - Conehurst",23,20,4,0,47
"Salem City",-,"3 - Beverly Heights",39,54,9,0,102
"Salem City",-,"4 - West Salem",72,60,14,0,146
"Salem City",-,"5 - North Salem No 1",42,61,12,0,115
"Salem City",-,"6 - South Salem No 1",31,34,7,0,72
"Salem City",-,"7 - South Salem No 2",36,61,8,0,105
"Salem City",-,"8 - East Salem",24,21,5,0,50
"Salem City",-,"9 - South Side Hills",75,96,27,0,198
"Salem City",-,"10 - Hidden Valley",98,57,25,0,180
"Salem City",-,"Ab - Central Absentee Precinct",28,9,2,0,39
"Salem City",-,Provisional,0,0,0,0,0
"Scott County",-,"101 - Weber City",18,22,6,0,46
"Scott County",-,"102 - Yuma",10,38,1,0,49
"Scott County",-,"202 - Weber City East",12,34,4,0,50
"Scott County",-,"203 - Hiltons",16,27,2,0,45
"Scott County",-,"204 - Clark's",3,10,0,0,13
"Scott County",-,"301 - Nickelsville",4,26,0,0,30
"Scott County",-,"302 - Snowflake",9,27,1,0,37
"Scott County",-,"303 - Twin Springs",6,7,6,0,19
"Scott County",-,"304 - Copper Creek",0,1,0,0,1
"Scott County",-,"401 - Gate City",39,72,4,0,115
"Scott County",-,"501 - Dungannon",6,15,0,0,21
"Scott County",-,"502 - Fort Blackmore",1,14,0,0,15
"Scott County",-,"503 - Manville",10,11,0,0,21
"Scott County",-,"504 - Rye Cove",6,37,1,0,44
"Scott County",-,"601 - Clinchport",6,16,2,0,24
"Scott County",-,"602 - Duffield-pattonsville",15,33,2,0,50
"Scott County",-,"603 - Fairview",2,3,0,0,5
"Scott County",-,"Ab - Central Absentee Precinct",17,10,1,0,28
"Scott County",-,Provisional,0,0,0,0,0
"Shenandoah County",-,"101 - Orkney Springs",77,87,11,0,175
"Shenandoah County",-,"103 - New Market",145,168,17,0,330
"Shenandoah County",-,"201 - Conicville",81,105,14,0,200
"Shenandoah County",-,"202 - Mt Jackson",100,76,13,0,189
"Shenandoah County",-,"302 - Edinburg",108,101,13,0,222
"Shenandoah County",-,"303 - St Luke",79,116,6,0,201
"Shenandoah County",-,"304 - Fort Valley",46,76,18,0,140
"Shenandoah County",-,"401 - Woodstock",176,147,12,0,335
"Shenandoah County",-,"501 - Cedar Creek",3,18,0,0,21
"Shenandoah County",-,"503 - Toms Brook",107,136,11,0,254
"Shenandoah County",-,"504 - Lebanon Church",64,80,8,0,152
"Shenandoah County",-,"601 - Strasburg",122,139,14,0,275
"Shenandoah County",-,"Ab - Central Absentee Precinct",40,17,2,0,59
"Shenandoah County",-,Provisional,5,3,0,0,8
"Smyth County",-,"101 - Saltville",26,86,5,0,117
"Smyth County",-,"201 - Seven Mile Ford",8,62,0,0,70
"Smyth County",-,"202 - Rich Valley",9,16,1,0,26
"Smyth County",-,"301 - Chilhowie",28,93,4,0,125
"Smyth County",-,"302 - St Clair",2,15,7,0,24
"Smyth County",-,"401 - East Park",14,52,8,0,74
"Smyth County",-,"402 - West Park",12,21,1,0,34
"Smyth County",-,"501 - Atkins",18,43,6,0,67
"Smyth County",-,"502 - Wassona",20,40,7,0,67
"Smyth County",-,"601 - Royal Oak East",16,51,9,0,76
"Smyth County",-,"602 - Royal Oak West",5,33,1,0,39
"Smyth County",-,"701 - Adwolfe",12,70,4,0,86
"Smyth County",-,"702 - Sugar Grove",19,33,5,0,57
"Smyth County",-,"703 - Konnarock",0,15,0,0,15
"Smyth County",-,"Ab - Central Absentee Precinct",2,7,1,0,10
"Smyth County",-,Provisional,0,0,0,0,0
"Southampton County",-,"101 - Berlin",50,39,29,0,118
"Southampton County",-,"102 - Ivor",79,48,26,0,153
"Southampton County",-,"201 - Boykins",32,23,13,0,68
"Southampton County",-,"202 - Branchville",18,14,16,0,48
"Southampton County",-,"301 - Capron",35,21,21,0,77
"Southampton County",-,"302 - Sebrell",42,30,16,0,88
"Southampton County",-,"401 - Drewryville",20,9,9,0,38
"Southampton County",-,"501 - Hunterdale",93,67,27,0,187
"Southampton County",-,"502 - Forks-of-the-river",25,20,8,0,53
"Southampton County",-,"601 - Courtland",45,39,19,0,103
"Southampton County",-,"602 - Sedley",61,26,13,0,100
"Southampton County",-,"701 - Blackwater River",19,10,4,0,33
"Southampton County",-,"702 - Newsoms",29,28,14,0,71
"Southampton County",-,"Ab - Central Absentee Precinct",20,2,7,0,29
"Southampton County",-,Provisional,0,0,0,0,0
"Spotsylvania County",-,"101 - Partlow (CD 7)",94,109,12,0,215
"Spotsylvania County",-,"102 - Blaydes Corner (CD 7)",90,106,22,0,218
"Spotsylvania County",-,"103 - Travelers Rest (CD 1)",0,1,0,0,1
"Spotsylvania County",-,"103 - Travelers Rest (CD 7)",144,148,19,0,311
"Spotsylvania County",-,"104 - Massaponax (CD 1)",128,116,28,0,272
"Spotsylvania County",-,"201 - Wilderness School (CD 7)",124,105,22,0,251
"Spotsylvania County",-,"202 - Wilderness Fire (CD 7)",109,147,11,0,267
"Spotsylvania County",-,"203 - Ni River / Elys Ford (CD 7)",155,109,26,0,290
"Spotsylvania County",-,"204 - Chancellor (CD 7)",115,108,27,0,250
"Spotsylvania County",-,"301 - Plank Road (CD 7)",148,134,24,0,306
"Spotsylvania County",-,"302 - Hazel Run (CD 7)",119,117,22,0,258
"Spotsylvania County",-,"303 - Riverbend (CD 7)",198,203,35,0,436
"Spotsylvania County",-,"401 - Summit (CD 1)",166,98,31,0,295
"Spotsylvania County",-,"402 - Parkside (CD 1)",99,75,22,0,196
"Spotsylvania County",-,"402 - Parkside (CD 7)",19,25,4,0,48
"Spotsylvania County",-,"403 - Lee Hill (CD 1)",221,163,44,0,428
"Spotsylvania County",-,"501 - Belmont (CD 7)",105,116,18,0,239
"Spotsylvania County",-,"502 - Brokenburg (CD 7)",85,94,20,0,199
"Spotsylvania County",-,"503 - Post Oak (CD 7)",139,124,19,0,282
"Spotsylvania County",-,"504 - Courthouse (CD 7)",147,135,34,0,316
"Spotsylvania County",-,"505 - Brock (CD 7)",267,168,37,0,472
"Spotsylvania County",-,"601 - Salem (CD 7)",142,120,36,0,298
"Spotsylvania County",-,"602 - Smith Station (CD 7)",190,156,34,0,380
"Spotsylvania County",-,"603 - Piedmont (CD 7)",92,84,16,0,192
"Spotsylvania County",-,"701 - Battlefield (CD 1)",158,91,21,0,270
"Spotsylvania County",-,"702 - Brents Mill (CD 1)",66,56,16,0,138
"Spotsylvania County",-,"702 - Brents Mill (CD 7)",72,59,17,0,148
"Spotsylvania County",-,"703 - Fairview (CD 1)",12,21,4,0,37
"Spotsylvania County",-,"703 - Fairview (CD 7)",34,22,9,0,65
"Spotsylvania County",-,"704 - Gayle (CD 1)",119,64,27,0,210
"Spotsylvania County",-,"704 - Gayle (CD 7)",121,98,26,0,245
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 1)",55,22,16,0,93
"Spotsylvania County",-,"Ab - Central Absentee Precinct (CD 7)",156,83,23,0,262
"Spotsylvania County",-,"Provisional (CD 1)",0,0,0,0,0
"Spotsylvania County",-,"Provisional (CD 7)",0,0,0,0,0
"Stafford County",-,"101 - Hartwood",172,345,39,0,556
"Stafford County",-,"102 - Rocky Run",135,112,26,0,273
"Stafford County",-,"103 - Simpson",110,128,20,0,258
"Stafford County",-,"104 - College",114,191,36,0,341
"Stafford County",-,"201 - Rock Hill",98,130,33,0,261
"Stafford County",-,"202 - Roseville",98,132,22,0,252
"Stafford County",-,"203 - Ruby",79,200,30,0,309
"Stafford County",-,"204 - Stefaniga",174,185,24,0,383
"Stafford County",-,"301 - Griffis",48,49,14,0,111
"Stafford County",-,"302 - Widewater",75,108,18,0,201
"Stafford County",-,"303 - Harbour",134,117,52,0,303
"Stafford County",-,"304 - Barrett",40,59,4,0,103
"Stafford County",-,"401 - Aquia",22,51,4,0,77
"Stafford County",-,"402 - Courthouse",158,140,36,0,334
"Stafford County",-,"403 - Brooke",269,296,81,0,646
"Stafford County",-,"404 - Government Island",185,187,69,0,441
"Stafford County",-,"501 - Grafton",269,269,54,0,592
"Stafford County",-,"502 - Falmouth",251,163,50,0,464
"Stafford County",-,"503 - Drew",155,128,41,0,324
"Stafford County",-,"504 - Gayle",160,106,22,0,288
"Stafford County",-,"601 - Ferry Farm",299,169,56,0,524
"Stafford County",-,"602 - Chatham",241,157,31,0,429
"Stafford County",-,"603 - White Oak",307,225,57,0,589
"Stafford County",-,"604 - England Run",33,32,12,0,77
"Stafford County",-,"701 - Woodlands",140,129,31,0,300
"Stafford County",-,"702 - Whitson",93,92,26,0,211
"Stafford County",-,"703 - Hampton",188,179,52,0,419
"Stafford County",-,"Ab - Central Absentee Precinct",168,73,44,0,285
"Stafford County",-,Provisional,0,3,0,0,3
"Staunton City",-,"101 - Ward No 1",65,106,18,0,189
"Staunton City",-,"201 - Ward Two",102,153,16,0,271
"Staunton City",-,"301 - Ward No 3",71,108,13,0,192
"Staunton City",-,"401 - Ward No 4",126,78,29,0,233
"Staunton City",-,"501 - Ward No 5",72,88,33,0,193
"Staunton City",-,"Ab - Central Absentee Precinct",23,6,4,0,33
"Staunton City",-,Provisional,1,1,0,0,2
"Suffolk City",-,"101 - Belleharbour (CD 3)",29,18,15,0,62
"Suffolk City",-,"102 - Driver (CD 3)",146,140,134,0,420
"Suffolk City",-,"104 - Bennetts Creek (CD 3)",50,76,45,0,171
"Suffolk City",-,"201 - Ebenezer (CD 3)",127,95,96,0,318
"Suffolk City",-,"202 - Chuckatuck (CD 3)",68,95,82,0,245
"Suffolk City",-,"203 - Kings Fork (CD 3)",71,60,44,0,175
"Suffolk City",-,"204 - Hillpoint (CD 3)",36,32,34,0,102
"Suffolk City",-,"301 - White Marsh (CD 4)",8,27,17,0,52
"Suffolk City",-,"302 - John F Kennedy (CD 3)",9,16,4,0,29
"Suffolk City",-,"302 - John F Kennedy (CD 4)",3,4,1,0,8
"Suffolk City",-,"304 - Nansemond River (CD 3)",54,49,27,0,130
"Suffolk City",-,"305 - Shoulders Hill (CD 3)",19,25,19,0,63
"Suffolk City",-,"401 - Airport (CD 4)",48,45,39,0,132
"Suffolk City",-,"402 - Whaleyville (CD 4)",104,81,61,0,246
"Suffolk City",-,"403 - Southside (CD 4)",2,6,3,0,11
"Suffolk City",-,"404 - Booker T Washington (CD 3)",0,0,0,0,0
"Suffolk City",-,"404 - Booker T Washington (CD 4)",3,5,4,0,12
"Suffolk City",-,"405 - Pittmantown (CD 4)",22,25,20,0,67
"Suffolk City",-,"501 - Kilbys Mill (CD 4)",98,110,59,0,267
"Suffolk City",-,"502 - Holland (CD 4)",108,128,63,0,299
"Suffolk City",-,"504 - Lake Cohoon (CD 3)",54,43,21,0,118
"Suffolk City",-,"504 - Lake Cohoon (CD 4)",102,65,48,0,215
"Suffolk City",-,"601 - Lakeside (CD 4)",77,55,58,0,190
"Suffolk City",-,"602 - Olde Towne (CD 3)",8,10,8,0,26
"Suffolk City",-,"602 - Olde Towne (CD 4)",0,1,0,0,1
"Suffolk City",-,"603 - Elephants Fork/westhaven (CD 4)",21,21,13,0,55
"Suffolk City",-,"604 - Wilroy (CD 3)",41,42,38,0,121
"Suffolk City",-,"605 - Hollywood (CD 3)",0,2,0,0,2
"Suffolk City",-,"702 - Harbourview (CD 3)",100,58,51,0,209
"Suffolk City",-,"704 - Burbage Grant (CD 3)",36,40,42,0,118
"Suffolk City",-,"706 - Huntersville (CD 3)",19,24,8,0,51
"Suffolk City",-,"AB - Central Absentee Precinct (CD 3)",35,9,12,0,56
"Suffolk City",-,"Ab - Central Absentee Precinct (CD 4)",14,7,4,0,25
"Suffolk City",-,"Provisional (CD 3)",0,0,0,0,0
"Suffolk City",-,"Provisional (CD 4)",0,1,0,0,1
"Surry County",-,"101 - Surry",46,57,17,0,120
"Surry County",-,"201 - Bacons Castle",20,26,12,0,58
"Surry County",-,"301 - Dendron",32,22,12,0,66
"Surry County",-,"302 - Walls Bridge",5,10,8,0,23
"Surry County",-,"401 - Carsley",17,30,12,0,59
"Surry County",-,"501 - Claremont",29,30,19,0,78
"Surry County",-,"502 - Spring Grove",2,7,2,0,11
"Surry County",-,Provisional,0,0,0,0,0
"Sussex County",-,"101 - Waverly",18,14,4,0,36
"Sussex County",-,"201 - Stony Creek",19,8,3,0,30
"Sussex County",-,"202 - Little Mill",1,4,0,0,5
"Sussex County",-,"301 - Courthouse",29,29,11,0,69
"Sussex County",-,"302 - Wakefield",20,16,13,0,49
"Sussex County",-,"401 - Mars Hill",23,23,13,0,59
"Sussex County",-,"402 - West Wakefield",0,1,0,0,1
"Sussex County",-,"501 - Henry",13,6,2,0,21
"Sussex County",-,"502 - Yale",6,6,1,0,13
"Sussex County",-,"601 - Blackwater",40,36,8,0,84
"Sussex County",-,"602 - Newville",8,10,3,0,21
"Sussex County",-,"AB - Central Absentee Precinct",4,1,4,0,9
"Sussex County",-,Provisional,0,0,0,0,0
"Tazewell County",-,"101 - Abbs Valley",10,7,0,0,17
"Tazewell County",-,"102 - Tip Top",7,31,4,0,42
"Tazewell County",-,"103 - Boissevain",7,9,0,0,16
"Tazewell County",-,"104 - Falls Mills",17,16,1,0,34
"Tazewell County",-,"106 - Pocahontas",2,4,1,0,7
"Tazewell County",-,"107 - Amonate",1,6,0,0,7
"Tazewell County",-,"109 - Bishop",3,14,2,0,19
"Tazewell County",-,"110 - Adria",4,18,4,0,26
"Tazewell County",-,"111 - Gap Store",10,19,0,0,29
"Tazewell County",-,"112 - Bandy",3,13,0,0,16
"Tazewell County",-,"203 - Burkes Garden",6,6,0,0,12
"Tazewell County",-,"204 - Clear Fork",4,16,1,0,21
"Tazewell County",-,"207 - Freestone",6,8,1,0,15
"Tazewell County",-,"209 - Jeffersonville",45,141,7,0,193
"Tazewell County",-,"214 - Thompson Valley",21,17,3,0,41
"Tazewell County",-,"301 - Cedar Bluff",42,84,8,0,134
"Tazewell County",-,"302 - Baptist Valley",7,7,0,0,14
"Tazewell County",-,"303 - Wardell",14,54,2,0,70
"Tazewell County",-,"305 - Pounding Mill",12,20,4,0,36
"Tazewell County",-,"401 - Richlands",68,73,14,0,155
"Tazewell County",-,"402 - Jewell Ridge",4,8,1,0,13
"Tazewell County",-,"404 - Raven",15,22,1,0,38
"Tazewell County",-,"501 - Springville",19,96,3,0,118
"Tazewell County",-,"502 - Graham",53,149,7,0,209
"Tazewell County",-,"Ab - Central Absentee Precinct",14,26,4,0,44
"Tazewell County",-,Provisional,0,0,0,0,0
"Virginia Beach City",-,"1 - North Beach",188,90,138,0,416
"Virginia Beach City",-,"2 - South Beach",56,54,69,0,179
"Virginia Beach City",-,"3 - Ocean Lakes",52,67,35,0,154
"Virginia Beach City",-,"4 - Linkhorn",113,114,102,0,329
"Virginia Beach City",-,"5 - Seatack",31,39,44,0,114
"Virginia Beach City",-,"6 - Alanton",162,97,136,0,395
"Virginia Beach City",-,"7 - Kingston",109,75,136,0,320
"Virginia Beach City",-,"8 - London Bridge",78,88,63,0,229
"Virginia Beach City",-,"9 - Trantwood",142,161,109,0,412
"Virginia Beach City",-,"10 - Great Neck",176,94,202,0,472
"Virginia Beach City",-,"11 - Cape Henry",140,45,132,0,317
"Virginia Beach City",-,"12 - Plaza",77,66,63,0,206
"Virginia Beach City",-,"13 - Mt Trashmore",111,161,86,0,358
"Virginia Beach City",-,"14 - Malibu",76,83,81,0,240
"Virginia Beach City",-,"15 - Old Donation",42,67,41,0,150
"Virginia Beach City",-,"16 - Aragona",72,92,100,0,264
"Virginia Beach City",-,"17 - Ocean Park",72,64,92,0,228
"Virginia Beach City",-,"18 - Thoroughgood",148,134,139,0,421
"Virginia Beach City",-,"19 - Lake Smith",51,70,76,0,197
"Virginia Beach City",-,"20 - Bayside",82,74,80,0,236
"Virginia Beach City",-,"21 - Davis Corner",32,25,25,0,82
"Virginia Beach City",-,"22 - Point O View",109,88,83,0,280
"Virginia Beach City",-,"23 - Arrowhead",98,87,110,0,295
